"आज काय लिहावं तेच कळत नाही. सगळं धूसर झाल्यासारखं वाटतं. मी तासभर माझ्या स्क्रीनकडे पाहात बसलो, पण खरं तर काम करत नव्हतो. कदाचित मी मानसिकदृष्ट्या थकलो आहे. असं वाटतं की माझा मेंदू एकाच वर्तुळात अडकला आहे—assignments, exams, भविष्य याबद्दल चिंता करत.आज मला अचानक भीती वाटली, जणू काही काहीतरी वाईट होणार आहे. काय झालं तर मी fail होतो? काय झालं तर मी जी मेहनत केली, ती सगळी वाया जाते? हे खरं तर silly आहे, मला माहिती आहे, पण या विचारांनी सोडवायला काहीच होत नाही. मी सतत विचार करत राहतो की, कितीही प्रयत्न केला, तरी ते पुरेसं ठरणार नाही.जरी मी काहीतरी आवडतं करतो, जसं की coding, तरी ते आधीप्रमाणे त्याचं आनंद नाही. असं वाटतं की मी सतत edge वर आहे, जणू काही काही वाईट होणार आहे.
","12,16"
"आज फार वाईट नाही होतं, आणि हे एक दिलासा देणारं आहे. संध्याकाळचा बराचसा वेळ मी coding चं एक problem सोडवण्यात घालवला, आणि अखेर ते सोडवलं. थोडासा अभिमानाचा वाटला, पण मग चिंता परत आली. मी हे योग्य पद्धतीने केलं का? काहीतरी चांगली सोडवणूक होती का? त्या छोट्या विजयाचा आनंद देखील साजरा करू शकलो नाही कारण माझं मन माझ्या कामावरच टीका करत राहिलं.संध्याकाळी एक छोटं फिरायला गेलो. थोडा गार वारा काहीतरी आराम देत होता, आणि थोड्या वेळासाठी खांद्यावरचा तो ताण जाणवत नव्हता. कदाचित मला हे अधिक करून पाहायला हवं—लहान ब्रेक घ्या आणि स्वतःला reset करा. पण दुसरीकडे, मला तेव्हा guilty वाटतं की मी वेळ वाया घालवत आहे, जेव्हा मला काम करायला पाहिजे.हे का असं वाटतं की मी नेहमी काहीतरी chase करत आहे, जे मला पकडता येणार नाही?",0
"आज मी एक पाऊल मागे घेतलं आणि माझ्या मानसिक आरोग्यावर लक्ष केंद्रित करण्याचा प्रयत्न केला. नवीन प्रोजेक्ट्स किंवा assignments मध्ये अडकला नाही. त्याऐवजी, मी माझ्या roommates सोबत एक हलकी आणि मजेदार movie पाहिली. ते फार... ठीक वाटलं. काही वेळासाठी exams किंवा deadlines बद्दल विचार नाही करावा लागला, आणि एक क्षण तरी, मला चिंता वाटली नाही.पण त्यातही, मी स्वतःला थांबवू शकत नव्हतो की मी काय गमावतोय? त्या वेळेचं कामात उपयोग केला पाहिजे का? मी आलसी होतो का? असं वाटतं की माझं brain मला break घेण्याची संधी न देता, त्यात guilt शोधून काढतं.माझ्यासाठी हे स्वीकार करणं कठीण आहे की विश्रांती घेणं ठीक आहे.",15
"आज मला सतत असं वाटत होतं की काहीतरी चुकत आहे. मी सकाळी वर्गात होतो, पण खरंतर तिथे नव्हतो. माझं मन सतत माझ्या येणाऱ्या exams आणि projects मध्ये अडकलेलं होतं. काय होईल जर मी फेल झालो? काय होईल जर माझं सगळं कष्ट व्यर्थ गेले?आज मला कुणाशीही बोलायचं नव्हतं. असं वाटत होतं की मी माझ्या कामाबद्दल किंवा भविष्याबद्दल विचार ऐकण्यापासून घाबरत होतो. प्रत्येक वेळी जेव्हा कुणी माझ्या प्रगतीबद्दल विचारतं, मला असं वाटतं की मला  judged करताय.माझ्या एक प्राध्यापकावर चिडून गेलो. त्याने फक्त माझ्या संशोधनाबद्दल विचारलं, पण मी इतका defensive होऊन गेलो. मला आवडत नाही की मी असं वागतो. माहीत आहे की मला इतका irritate होणं नाही पाहिजे, पण सगळं इतकं overwhelming वाटत असताना या भावना कंट्रोल करायला कठीण आहे.
","12,15"
" हे पाहता किती funny वाटतं की या journal entry चा शेवट असं एक milestone वाटतं, तरी देखील मी अजूनही तितकाच माझ्या विचारांमध्ये अडकलेलो आहे जितका सुरुवातीला होतो. मी कायम चिंतित असतो की मी माझ्या क्षमता प्रमाणे काम करत नाही. प्रत्येक छोटी चूक अशी वाटते की जग संपलं.मी माझ्या hobbies सुद्धा enjoy करू शकत नाही, कारण मी नेहमी विचारतो की ती ""productive"" कशी होऊ शकतात. हल्ली मी coding कमी मजा म्हणून आणि जास्त obligation म्हणून करत आहे.हे exhausting आहे. मला फक्त असं वाटायला थांबवायचं आहे की मी breakdown च्या कडेला उभा आहे. कदाचित मला या unrealistic अपेक्षांना सोडायचं असावं, जे मी स्वतःवर सेट केली आहेत. पण ते कसं करू, जेव्हा मला असं वाटतं की मी नेहमी वेळेसोबत रेस करत आहे?","12,15,16"
"आजचा दिवस खूपच exhausting होता. Study load खूप जास्त आहे, आणि मला एकच विषयावर ध्यान केंद्रित करायला त्रास होतो. मी एकाच विषयावरून दुसऱ्या विषयाकडे जात असतो, आणि असं वाटतं की प्रगती काहीच नाही होऊ शकत. आज marketing च्या नोट्स रिव्ह्यू करायला होत्या, पण दुसऱ्या गोष्टीमध्ये distract झाले. असं वाटतं की करायचं खूप काही आहे आणि वेळ कमी आहे. Exam साठी वेळेवर तयारी नाही होईल, याची चिंता मला खूप होत आहे, आणि हे मला खूप drain करतं. मला माहित आहे की थोडा break घेऊन relax होणं गरजेचं आहे, पण जेव्हा त्यासाठी वेळ काढण्याचा प्रयत्न करते, तेव्हा माझं mind धावू लागते, आणि ज्या गोष्टी अजून शिकायच्या आहेत त्याच विचारांमध्ये हरवले जातं. आशा आहे की उद्या काहीतरी चांगलं होईल",0
"आज मला वाटलं होतं की आजचा दिवस थोडा चांगला जाईल, पण तसे झालं नाही. मी योगाने दिवसाची सुरुवात केली, असं वाटलं की हे माझं मन शांत करेल, पण त्यानंतरही मला असं वाटत होतं की मी मागे पडले आहे. खूप topics बाकी आहेत आणि त्याबद्दल विचार करत गेलं की जास्तच stress येतो. मी जास्त चिंता न करण्याचा प्रयत्न करत आहे, पण हे कठीण आहे. Exam जवळ येतोय आणि मी स्वतःवर खूप दबाव आणत आहे. प्रत्येक छोटासा break घेताना guilty वाटतं, असं वाटतं की मला त्याऐवजी study करायला हवं होतं. हे frustrates करतं कारण मला माहित आहे की मी अधिक चांगलं करू शकते जर मी focus केले तर, पण मी सतत distract होत राहते. मी एका मित्राशी याबद्दल बोलण्याचा प्रयत्न केला, पण काही कारण नसताना त्याच्यावर चिडले. मला हे irritability नियंत्रणात ठेवणं खूप गरजेचं आहे. आशा आहे की जेव्हा एक चांगला study plan तयार करेन, तेव्हा गोष्टी settle होतील.
",12
"आज आश्चर्यकारकपणे शांत होता. मी लवकर उठले आणि माझ्या study schedule ला पाळण्याचा लक्ष ठेवला. काही वेळा असा वाटलं की मी पुरेसं नाही शिकत आहे, पण त्याच विचारांना बाजूला ढकलायला मी यशस्वी झाले. सकाळी केलेल्या प्रगतीवर मला खरंच खूप चांगलं वाटलं. दुपारी थोडा वेळ स्वयंपाक करत होते आणि त्याने मला grounded वाटायला मदत केली. थोडा फेरफटका घेतला, फक्त मन शांत करण्यासाठी. मला आनंद झाला की मी हे केलं कारण, एकदातरी, मी overwhelmed झालेली नव्हते. हे किती विचित्र आहे की थोडा routine इतका मदत करू शकतो. मला अजून खूप काम करायचं आहे, पण आजच्या दिवसासाठी, मी त्या दबावाखाली न येण्याचा निर्णय घेतला. असं वाटलं की मी श्वास घेत आहे आणि एकाच वेळेस एक पाऊल टाकत आहे.",15
"आज थोडं struggles होतं. मी फार लक्ष केंद्रित करू शकले नाही, आणि सतत असं वाटत होतं की वेळ वाया जात आहे. Study load आधीपेक्षा खूप जास्त वाटत आहे, आणि मी सतत विचार करत राहते की अजून किती विषय बाकी आहेत. मला असं वाटतं की मी वेळेवर तयारी करणार नाही आणि याची चिंता होणं थांबत नाही. कदाचित मी स्वतःवर खूप दबाव टाकत आहे. एक वेळी, मी माझ्या books पासून थोडा वेळ दूर जावे लागले कारण मला लहान लहान गोष्टींवर चिडायला सुरूवात झाली. माझ्या notes वर कारण नसताना frustrate झाले—आज ते मला काहीच sense करत नव्हते. Mock test करण्याचा विचार केला होता, पण मला ते बसून करू शकले नाही. जेव्हा मी स्वतःसाठी ठरवलेला plan पाळत नाही, तेव्हा असं वाटतं की मी failure होत आहे. आशा आहे की उद्या थोडं focus परत मिळवून शांततेत काम करायला सुरुवात करू शकते",12
"आज असं वाटलं की काहीच नीट होऊ शकत नाही. सुरुवात चांगली केली होती, पण त्यानंतर मला study मध्ये गती मिळवता आली नाही. प्रत्येक वेळेस माझ्या notes कडे बघताना, मी स्वतःला शंका घालायला लागले—आणि वाटलं की मी योग्य विषय शिकत आहे का. मी खूप प्रयत्न करत आहे—study, photography projects वर काम, आणि yoga सुद्धा वेळ काढायचा—पण कधी कधी हे सगळं खूपच जास्त होतं. मला खूपच irritated वाटत आहे कारण मी नीट लक्ष केंद्रित करू शकत नाही. मला माहित आहे की मला माझ्या संधींविषयी आभारी असायला हवं, पण जेव्हा मला असं वाटतं की मी मागे पडले आहे, तेव्हा सकारात्मक बाजू पहाणं कठीण होतं. मी माझ्या कुटुंबावर चिडले कारण त्यांनी exam शी संबंधित नसलेल्या गोष्टी विचारल्या. मला त्यासारखं का प्रतिक्रिया दिलं, हे मला सुद्धा समजत नाही. आता मला या सर्व stress कसं हाताळायचं हे figure out करायला हवं, कारण जर असं चालू राहिलं तर ते माझ्या नात्यांवर देखील परिणाम करेल.
",15
"आज सकाळी थोडं शांत मनाने उठले. मागच्या काही दिवसांच्या stress नंतर, मी आज थोडं हळू चालायचं ठरवलं. सकाळी थोडा वेळ deep breathing आणि योगासना केल्या, ज्यामुळे मला शांत होण्यास मदत झाली. पण जरी मी थोडं शांत वाटत असले, तरी मी चिंता थांबवू शकले नाही. अजून किती शिकायचं आहे याचं विचार मनात येत राहिलं. असं वाटतं की जेव्हा मी सतत माझ्या भविष्यात आणि प्रगतीच्या बाबतीत विचार करत असते, तेव्हा मन शांत होणं कठीण होतं. मला खूप productive दिवस असावा असं वाटत होतं, पण मी distract होऊन दुपार वाया घालवली. मी स्वतःला हे आठवण्याचा प्रयत्न करत आहे की नेहमी perfect असायला हवं असं नाही, पण ते करताना थोडं कठीण वाटतं. किमान आजचा दिवस मागील दिवसांपेक्षा खूप वाईट नव्हता, आणि मी स्वतःवर जास्त कठोर होण्याचा प्रयत्न करत आहे. आशा आहे की उद्या चांगला दिवस होईल.",12
"आज काहीतरी विचित्र शांत वाटत होतं. एकदातरी असं वाटलं की सगळं काही घाईघाईत पार करायला लागणार नाही. मी अजून काय केलं नाही यावर जास्त विचार न करता, त्या क्षणात काय पूर्ण करू शकते त्यावर लक्ष केंद्रित केलं. दिवसाची सुरूवात माझ्या self-help books मधून काही chapters वाचून केली. Textbooks पासून थोडं ब्रेक घेऊन, काहीतरी प्रेरणादायक गोष्टीवर लक्ष केंद्रित करणं चांगलं वाटलं. दुपारी थोडा वेळ बाहेर जाऊन, लँडस्केप फोटो काढले. ते एक छान escape होतं आणि मन थोडं शांत झालं. आज चिंता इतकी जड वाटली नाही, आणि असं वाटतं की कारण मी स्वतःला थोडा वेळ दिला, श्वास घेण्यासाठी. अजून खूप शिकायचं आहे, पण आजच्या दिवसासाठी, दबावाला हार मानू न देता थोडं छोटं जिंकलं असं वाटतं. आशा आहे की मी ह्या शांततेच्या attitude ला पुढे सुद्धा ठेवू शकते.
",16
"आज मला माहित होतं की दिवस सोपा होणार नाही, पण कधीच अपेक्षित नव्हतं की मी किती overwhelmed होईन. सकाळी उठल्यावरच सगळ्या गोष्टींचा विचार करत होते, जे मला शिकायचं आहे, आणि त्याने संपूर्ण दिवसाचा मूड सेट केला. माझं मन थांबायचं नाव घेत नव्हतं. असं वाटत होतं की मी प्रत्येक छोट्या गोष्टीवर चिंता करत होते—किंवा upcoming exams बद्दल, किंवा भविष्यात सगळं व्यवस्थित कसं सांभाळायचं याबद्दल. मी माझ्या study plan ला पाळण्याचा प्रयत्न केला, पण मनाच्या विचारांनी मला distract केलं. प्रत्येक वेळी notes कडे बघताना, मी frustrate होत होतो, असं वाटत होतं की मी पुरेशं शिकले नाही किंवा concepts समजले नाहीत. शेवटी मी माझ्या आईवर चिडले, जी फक्त मला relax होण्यासाठी मदत करत होती. मला त्याबद्दल वाईट वाटतं कारण मला माहित आहे की ती फक्त मला support करण्याचा प्रयत्न करत होती. असं वाटतं की दबाव वाढत आहे, आणि कधी कधी तो कसा सोडावा, हे मला समजत नाही. मला खरंच एक मार्ग शोधावा लागेल ज्याने हा stress हाताळता येईल, अन्यथा ते आणखी वाईट होईल.
","12,15"
"आज थोडं चांगला होता, धन्यवाद. मी शांत राहण्याचा ठरवून उठले होते, पण सुरुवातीला थोडं अस्वस्थ वाटलं. असं वाटत होतं की माझं मन स्वाभाविकपणे “worry mode” मध्ये जातं प्रत्येक वेळेस exams चा विचार करत असताना. आज सकाळी योगासने केली, आणि एक दीर्घ कालावधीनंतर, ते खरंच मला मन शांत करण्यास मदत केली. उर्वरित दिवस स्टडी करत घालवला, पण प्रत्येक वेळी मी स्वतःला थोडं आराम देण्याची आठवण करून दिली. जेव्हा मी जास्त stressed होऊ लागले, तेव्हा एक छोटासा break घेत होता. स्वयंपाक करण्यासाठी थोडा वेळ दिला, आणि ते खूप soothing होतं. खरंच सांगायचं तर, break मला माझं मन पुन्हा reset करण्यात मदत करत होते, ज्यामुळे मी जास्त overwhelmed होऊ शकले नाही. तरीही, काही क्षण होते जेव्हा मी frustrate झाले—असंच वाटत होतं की मला अजून काम करायला हवं होतं. पण मी शिकत आहे की प्रगती परफेक्ट असायला हवी नाही. आज एक पाऊल पुढे आहे, आणि हेच मला अपेक्षित होतं
",16
"माझं काही समजत नाही, पण आज खूप कठीण होतं. सकाळी उठल्यावरच ताण जाणवत होता, आणि त्यानंतर काहीच सुधारणा झाली नाही. दिवसभर असं वाटत होतं की मी फक्त काम करत होते, पण काही साध्य करत असं वाटत नव्हतं. तासात तास मी स्टडी केलं, पण माझं मन अजूनही त्याच गोष्टींमध्ये गहाण होतं, ज्या अजून करायच्या आहेत. माहित आहे की मी सध्यावर लक्ष केंद्रित करायला पाहिजे, पण भविष्यातील विचारांनी मन अस्वस्थ होतं. एका सोप्या प्रश्नासाठी मी माझ्या रूममेटवर चिडले. त्याबद्दल वाईट वाटतं, पण त्या क्षणी मी इतकी irritate होऊन गेली होती की सगळं जणू overwhelming वाटत होतं. चांगलं प्रदर्शन करण्याचा दबाव श्वास रोखून ठेवतो. मी असं कसं अनुभवू शकते हे मला कळत नाही, की सतत कमी पडल्यासारखं वाटतं. सकारात्मक राहण्याचा प्रयत्न करत आहे, पण हे सगळं एकाच वेळी उचलणं खूप कठीण आहे
","12,15"
"माझ्या मनात आता थोडा संतुलन दिसायला लागला आहे. कालच्या गोंधळानंतर, आज मी थोडं हळुवारपणे काम केलं. मी स्वतःला सगळं एकाच दिवशी शिकायचं दबाव दिला नाही; त्याऐवजी, स्टडीचं वेळाचे तुकडे केले आणि ते अधिक व्यवस्थापित करायला सोप्पं वाटलं. काही वेळा ताण जाणवला, विशेषतः जेव्हा मी माझ्या to-do लिस्टकडे पाहिलं आणि किती गोष्टी अजून बाकी आहेत ते पाहिलं, पण मी त्या चिंता सोडण्याचा प्रयत्न केला. जेवणानंतर थोडं चालायला देखील गेले, फक्त माझं मन शांत करण्यासाठी. पुस्तकांपासून काही वेळ लांब जाऊन खूप छान वाटलं. मी लक्षात घेतलं की जेव्हा मी मोठ्या गोष्टींऐवजी छोटे पाऊल लक्षात ठेवतो, तेव्हा श्वास घेतल्यासारखं वाटतं. आज मी एकही वेळ चिडले नाही, जे की एक छोटी जीत आहे. आशा आहे की हे शांत मनोवृत्ती काही काळ टिकेल.",16
"आज मला थोडा परत मागे जाऊन वाटलं. संपूर्ण दिवसभर मला overwhelming वाटत राहिलं. कितीही प्रयत्न केला, माझं मन शांत होत नव्हतं. त्या सततच्या चिंता येत होत्या की, मी योग्य गोष्टी शिकत आहे का किंवा पुरेशी शिकत आहे का. मी सतत स्वतःला इतरांशी तुलना करत आहे आणि विचार करत आहे की ते सगळं अधिक चांगल्या पद्धतीने हाताळत आहेत का. हे खरंच थकलंय. मी एक स्टडी सत्र पूर्ण करण्याचा प्रयत्न केला, पण छोटी छोटी गोष्टींमुळे irritate होत होते—उदाहरणार्थ, जेव्हा माझ्या नोट्स समजत नव्हत्या किंवा जेव्हा काही कॉन्सेप्ट्स आठवत नव्हते. हे फक्त स्टडी नाही, अगदी घरच्या लहान छोट्या हस्तक्षेपांमुळेही मला असं वाटत होतं की दबाव वाढत चालला आहे. मी माझ्या भावावर काही किरकोळ गोष्टीवर चिडले आणि आता त्याबद्दल वाईट वाटतं. जेव्हा सगळं इतकं जास्त वाटतं आणि मला थांबवायचं तरी कसं नाही कळत, तेव्हा खूप कठीण होतं.
","12,15"
"आज थोडं बरं वाटलं, जणू मी थोडा श्वास घेऊ शकतेय असं वाटलं. गेले काही दिवस खूप draining गेले, पण आज मी स्वतःच्या गतीनं गोष्टी केल्या. सकाळी स्टडी सुरू करण्याआधी थोडंसं self-help book वाचलं, आणि त्याने मला थोडं स्थिर वाटलं. मी स्वतःला आठवतं ठेवतेय की सगळं एकाच वेळी perfect असण्याची गरज नाही. कधी कधी त्या perfect होण्याच्या दबावात अडकून जातो, पण छोटीशी प्रगतीही प्रगतीच असते, हे शिकतेय. काही टॉपिक्स मागे राहतील याची थोडी चिंता आली होती, पण आज मी तिला जास्त वाढू दिलं नाही. कुणावर उगाच चिडले नाही आणि irritatedही वाटलं नाही, जे गेले काही दिवस सतत होत होतं. दिवस शांत गेला आणि अशीच शांत mindset कायम ठेवता आली, तर नक्कीच खूप बरं वाटेल.
",16
